epoch,train_loss,val_loss
0,1.7105444282003976,1.0251746780198554
1,1.0113471298927628,0.9570895880460739
2,0.954289763972983,0.9257232320049534
3,0.9227664674177138,0.8945715356132259
4,0.8979491179622107,0.8841655617174895
5,0.886154711921624,0.8710056154624276
6,0.874350531008637,0.8612511708684589
7,0.8592400528659326,0.84202590196029
8,0.8412094038088345,0.8296066444853077
9,0.8314383545932647,0.8220472679190014
10,0.8186534628706071,0.80292015036811
11,0.8065354597414196,0.7899217236301174
12,0.7917822437378966,0.7736415882473406
13,0.7796440728273978,0.7637963612442431
14,0.7655538214448973,0.7431312183970991
15,0.7532545527786885,0.727235321117484
16,0.7399797244750952,0.7291544766529746
17,0.7295122299958201,0.722240639121636
18,0.7116296801559362,0.6992123204728832
19,0.7027332749953162,0.6923191197540449
20,0.6915970462039837,0.6805690650058829
21,0.6803083432337999,0.6813496772361838
22,0.6666382694900229,0.6784743258486623
23,0.6548247707218028,0.6560221651326055
24,0.6429733213001084,0.6482049667316935
25,0.6339769142538213,0.6382527302788652
26,0.6198693920879302,0.621440689848817
27,0.6111480110478633,0.6164428183565969
28,0.5981482136210963,0.599486838216367
29,0.5912309749998321,0.6038567987473115
30,0.5807479349926452,0.5935346953894781
31,0.5703050623433875,0.5791042644692503
32,0.5604190683191262,0.5745775913414748
33,0.5527972326309549,0.572782655125079
34,0.544995922197416,0.5584038972206737
35,0.534415634222401,0.5571008250117302
36,0.5218713918164324,0.5415750842379488
37,0.5210047690710203,0.5469159257152806
38,0.5082109407988953,0.5410256385803223
39,0.49859376777337205,0.523633198245712
40,0.49288481073665,0.5248631744281106
41,0.48622602566739115,0.5258668625484342
42,0.47970965789166853,0.5255800417583921
43,0.47484670883243524,0.5145241786604342
44,0.46906214344848707,0.5072305727264156
45,0.45787865019924817,0.5052130283868831
46,0.45229227040384967,0.4941233095267545
47,0.44741615074352153,0.49372000571178354
48,0.4411959778095526,0.4877023233667664
49,0.43492669161276526,0.4956655596261439
50,0.428863569708318,0.48341243681700335
51,0.41907749351560103,0.48120488777108816
52,0.41848229590357316,0.48526962522579276
53,0.416037700178168,0.4828085115422373
54,0.4074537635187115,0.4811162203550339
55,0.40487466197955185,0.47214067792115005
56,0.40008435465853576,0.465658418348302
57,0.3940499771663672,0.47213126897164015
58,0.38715724837529236,0.46278196022562357
59,0.383101866276133,0.47101359782011615
60,0.37503088921501415,0.4652885778442673
61,0.37265185486151564,0.46572386943127797
62,0.3672489336779202,0.4676252036638882
63,0.36515883259885135,0.4620383438532767
64,0.3636907623616623,0.44235691039458563
65,0.35609606858403164,0.45072067561356915
66,0.35461033716749607,0.4439913431263488
67,0.34968307144144206,0.4538815693686838
68,0.3464869855387697,0.4515490222560323
69,0.3441857885822509,0.4462381907455299
70,0.3389967918926458,0.45391909324604535
71,0.3337108256554526,0.449086546735919
72,0.33411920203263706,0.44033339749211853
73,0.3276365645543271,0.4435293666370537
74,0.32193358932112415,0.4443039095596127
75,0.3206932085376341,0.4397973512177882
76,0.3198303798255797,0.4279949425355248
77,0.3131547975067568,0.43780948691394017
78,0.3157536033239565,0.43160720525876334
79,0.3086835869548776,0.43607993764073955
80,0.30707910790750126,0.4464877877870332
81,0.3044815068298945,0.4263997167024923
82,0.29703861282095556,0.43538532308910205
83,0.2980795919075367,0.439785555490981
84,0.29723328110855374,0.4319261791913406
85,0.2935050828894751,0.4390934819922499
86,0.2890521213653404,0.42454626945697743
87,0.2887649094764276,0.42598183841808984
88,0.28917671482057633,0.4260451874655226
89,0.2818969560961893,0.4171558960300425
90,0.28181206837634054,0.44173888521997823
